ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3199847,Source2,3,2017-11-22 16:18:07,2017-11-22 16:47:51,42.93787800000001,-73.804817,,,0.0,1 right lane blocked due to accident on I-87 Adirondack Northway Southbound at Exit 11 County Hwy-80 Curry Ave.,I-87 S,Ballston Lake,Saratoga,NY,12019,US,US/Eastern,KSCH,2017-11-22 15:45:00,37.4,29.8,75.0,29.99,10.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4874032,Source1,2,2023-02-22 15:58:51.000000000,2023-02-22 16:59:33.000000000,44.777002,-93.277846,44.777804,-93.276257,0.096,Accident on MN-13 from CR-7/Nicollet Ave (MN-13) to CR-11 (MN-13)., Nicollet Ave,Burnsville,Dakota,MN,55337-2864,US,US/Central,KMSP,2023-02-22 15:53:00,21.0,6.0,81.0,28.93,0.75,NE,18.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6753349,Source1,2,2020-12-03 23:04:22,2020-12-04 00:24:56,39.801546,-75.737227,39.801466,-75.736986,0.014,Incident on GAP NEWPORT PIKE near SHARP RD Drive with caution., Sharp Rd,Avondale,Chester,PA,19311-9712,US,US/Eastern,KMQS,2020-12-03 22:55:00,43.0,39.0,76.0,29.43,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2128786,Source2,2,2019-05-29 22:11:41,2019-05-29 22:41:21,35.220249,-80.828728,,,0.0,Accident on NC-27 7th St at Central Ave.,E 7th St,Charlotte,Mecklenburg,NC,28204-2079,US,US/Eastern,KCLT,2019-05-29 21:52:00,81.0,81.0,47.0,29.08,10.0,SW,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-5724010,Source1,2,2021-10-08 21:44:15,2021-10-08 23:48:38,41.818975209990406,-73.37121605838121,41.8174452099904,-73.37076605838121,0.108,ConnDOT: RT 4 CLOSED @ FURNACE BROOK DR because of Crash (1 Vehicle). Reported Friday October 8 at 9:43 pm., Furnace Brook Rd,Cornwall Bridge,Northwest Hills,CT,06754-1127,US,US/Eastern,KOXC,2021-10-08 21:39:00,61.0,61.0,88.0,29.44,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2528456,Source2,3,2018-10-17 23:34:57,2018-10-18 00:04:21,37.52310900000001,-122.356209,,,0.0,Middle lane blocked and right hand shoulder blocked due to accident a deer involved and fuel spillage on I-280 Southbound before Exits 34 35 CA-35 Bunker Hill Dr.,I-280 S,Half Moon Bay,San Mateo,CA,94019,US,US/Pacific,KHAF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7702978,Source1,3,2019-04-03 12:00:37,2019-04-03 12:30:03,39.723457,-105.011526,39.72184,-105.00936000000002,0.16,At US-6/6th Ave/Exit 209 - Accident.,I-25 N,Denver,Denver,CO,80204,US,US/Mountain,KBJC,2019-04-03 11:45:00,48.0,48.0,57.0,24.28,15.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4142744,Source1,2,2022-12-27 03:24:30.000000000,2022-12-27 06:54:30.000000000,39.959788,-83.341443,39.95788,-83.358909,0.934,Stationary traffic on I-70 W from OH-142/Exit 85 (I-70) to US-42/Exit 79 (I-70) due to accident.,I-70 W,West Jefferson,Madison,OH,43162,US,US/Eastern,KTZR,2022-12-27 03:15:00,23.0,23.0,93.0,29.21,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4639243,Source1,2,2022-10-06 14:46:27,2022-10-06 16:06:15,33.941185,-117.23862,33.944536,-117.289585,2.93,Stationary traffic on Moreno Valley Fwy W - CA-60 W from Perris Blvd (CA-60) to I-215 (CA-60) due to accident.,CA-60 W,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2022-10-06 14:55:00,85.0,85.0,42.0,28.35,10.0,NW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2203468,Source2,3,2019-03-06 08:38:15,2019-03-06 09:07:55,39.056271,-77.15463299999998,,,2.190000057220459,Accident on I-270 Southbound between Exit 5 MD-189 Falls Rd and Exits 4A 4B 5 Montrose Rd.,Dwight D Eisenhower Hwy S,Potomac,Montgomery,MD,20854,US,US/Eastern,KGAI,2019-03-06 08:56:00,21.0,8.1,50.0,30.35,10.0,WNW,13.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3712748,Source1,2,2022-12-01 15:33:10.000000000,2022-12-01 17:18:10.000000000,33.48078132,-86.92085624,33.46186132,-86.94325624,1.837,Incident on I-20 WB near MM 117 Right shoulder closed.,I-59,Fairfield,Jefferson,AL,35064,US,US/Central,KBHM,2022-12-01 15:53:00,52.0,52.0,28.0,29.71,10.0,E,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4438729,Source1,2,2022-12-21 12:53:01.000000000,2022-12-21 13:38:01.000000000,39.471454,-94.787445,39.47323400000001,-94.787347,0.123,Accident on US-71 N - I-29 N from Exit 25 (I-29) to Exit 30 (I-29).,I-29,Platte City,Platte,MO,64079,US,US/Central,KMCI,2022-12-21 12:53:00,32.0,23.0,66.0,29.04,7.0,SSE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-124149,Source2,2,2017-01-26 11:38:49,2017-01-26 12:23:39,28.811258,-81.33766899999998,,,0.01,Accident on FL-46 at I-4.,I-4 E,Sanford,Seminole,FL,32771,US,US/Eastern,KSFB,2017-01-26 11:53:00,77.0,,64.0,30.02,10.0,SW,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7021507,Source1,2,2020-05-11 12:48:57,2020-05-11 13:03:57,40.01101,-75.69588,40.01101,-75.69588,0.0,At PA-113/W Uwchlan Ave - Accident., E Lancaster Ave,Downingtown,Chester,PA,19335-2721,US,US/Eastern,KOQN,2020-05-11 12:55:00,54.0,54.0,51.0,29.17,10.0,WNW,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1959311,Source2,2,2019-07-10 09:34:44,2019-07-10 10:51:46,41.145672,-73.823334,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on NY-9A Southbound after Pleasantville Rd.,Briarcliff Peekskill Pkwy N,Briarcliff Manor,Westchester,NY,10510,US,US/Eastern,KHPN,2019-07-10 09:56:00,79.0,79.0,56.0,29.59,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7740380,Source1,4,2019-06-19 23:33:54,2019-06-20 00:02:51,41.83483,-87.63033,41.84532,-87.63394,0.748,Closed between 31st St/Exit 54 and I-55/Stevenson Expy/Exit 53C - Road closed due to accident.,I-94 W,Chicago,Cook,IL,60616,US,US/Central,KMDW,2019-06-19 23:37:00,56.0,56.0,93.0,28.99,5.0,N,13.0,0.09,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1742470,Source2,3,2019-10-09 09:21:57,2019-10-09 10:21:33,39.305393,-76.743286,,,0.0,Two lanes blocked due to accident on I-695 Northbound at I-70.,I-695 N,Gwynn Oak,Baltimore County,MD,21207,US,US/Eastern,KDMH,2019-10-09 08:54:00,58.0,,72.0,30.23,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5463680,Source1,2,2022-05-03 17:16:31.000000000,2022-05-03 17:55:30.000000000,28.37495,-81.42591,28.364424,-81.42416800000002,0.735,Stationary traffic on FL-423 from Whisper Lakes Blvd (John Young Pkwy) to Town Center Blvd (S John Young Pkwy) due to accident.,S John Young Pkwy,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2022-05-03 16:53:00,86.0,86.0,44.0,29.92,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2603284,Source2,2,2018-09-24 08:30:40,2018-09-24 09:00:26,41.98489,-88.080261,,,0.0,Accident on County Hwy-4 Roselle Rd at IL-19 Irving Park Rd.,W Irving Park Rd,Roselle,Dupage,IL,60172-1117,US,US/Central,KORD,2018-09-24 08:51:00,64.9,,73.0,30.07,10.0,ESE,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-294772,Source2,2,2016-08-15 11:54:02,2016-08-15 12:39:02,29.79322800000001,-95.522171,,,0.0,Accident on Blalock Rd between Cedar Post Ln and Westview Dr.,Westview Dr,Houston,Harris,TX,77055,US,US/Central,KMCJ,2016-08-15 11:55:00,73.4,,94.0,29.99,10.0,SSW,5.8,0.03,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3541578,Source1,2,2016-10-03 08:39:49,2016-10-03 14:39:49,34.16772,-118.84058,34.16402,-118.835,0.409,At Hampshire Rd/Exit 41 - Accident. Right lane blocked.,CA-23 S,Westlake Village,Ventura,CA,91361,US,US/Pacific,KCMA,2016-10-03 08:55:00,66.0,,50.0,30.06,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-684061,Source2,2,2022-03-09 08:41:55,2022-03-09 09:25:38,39.916519,-83.01474,,,0.0,Crash on I-71 Northbound at Exit 104 Frank Rd.,I-71,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2022-03-09 08:47:00,36.0,31.0,70.0,28.94,10.0,NW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1299509,Source2,2,2020-09-15 17:27:48,2020-09-15 19:52:03,45.766541,-92.970299,,,1.4500000476837158,Accident on MN-70 Eastbound between I-35 Exit 165 and Fairview Ave.,State Highway 70,Pine City,Pine,MN,55063-9259,US,US/Central,KROS,2020-09-15 17:35:00,75.0,75.0,60.0,28.93,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6669129,Source1,2,2020-10-29 04:54:09,2020-10-29 08:38:46,35.068729,-85.25296,35.068456,-85.25219799999998,0.047,Incident on FAIRLEIGH ST near DODSON AVE Expect delays., Fairleigh St,Chattanooga,Hamilton,TN,37406-2459,US,US/Eastern,KCHA,2020-10-29 04:53:00,72.0,72.0,91.0,28.68,2.0,ENE,13.0,0.58,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6135069,Source1,2,2021-03-11 03:15:07,2021-03-11 05:00:07,39.896774,-86.057334,39.894597,-86.053912,0.236,Incident on I-465 EB near E 82ND ST Left lane blocked.,I-465 E,Indianapolis,Marion,IN,46250,US,US/Eastern,KMQJ,2021-03-11 03:15:00,63.0,63.0,68.0,29.11,10.0,S,12.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3399404,Source2,2,2017-08-24 07:08:39,2017-08-24 07:52:40,30.42778,-97.701454,,,0.3700000047683716,Accident on entry ramp to Mopac Expy Northbound from Parmer Ln.,Mopac Expy N,Austin,Travis,TX,78727,US,US/Central,KATT,2017-08-24 06:51:00,75.9,,91.0,29.89,10.0,Calm,,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3931501,Source1,2,2022-12-06 17:49:30,2022-12-06 20:22:30,47.600589,-122.32344,47.503977,-122.27864,6.995,Stationary traffic on I-5 S from James St/Exit 164 (I-5) to WA-900/Martin Luther King Jr Way/Exit 157 (I-5) due to accident.,I-5 S,Seattle,King,WA,98104,US,US/Pacific,KBFI,2022-12-06 17:53:00,41.0,36.0,96.0,30.13,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-252873,Source2,3,2016-08-15 11:22:58,2016-08-15 12:07:58,40.589218,-75.589272,,,0.0,Accident on I-78 Eastbound near Exit 51 US-22.,US-22 E,Allentown,Lehigh,PA,18104,US,US/Eastern,KXLL,2016-08-15 11:15:00,82.4,,66.0,30.2,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734451,Source2,2,2018-05-31 12:47:46,2018-05-31 13:17:30,30.218456,-97.690948,,,0.0,Accident on Ben White Blvd at Riverside Dr.,TX-71 E,Austin,Travis,TX,78741,US,US/Central,KAUS,2018-05-31 12:53:00,91.0,,50.0,29.83,10.0,South,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4814308,Source1,2,2023-01-14 12:14:30,2023-01-14 12:56:30,25.734307,-80.318481,25.770589,-80.320347,2.51,Stationary traffic on FL-826 N from FL-874 (FL-826) to Flagler St (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,33155,US,US/Eastern,KMIA,2023-01-14 11:53:00,55.0,55.0,49.0,30.11,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6415040,Source1,2,2021-01-19 23:39:55,2021-01-20 00:54:55,37.20900200000001,-93.294257,37.209788,-93.294243,0.054,Incident on CAMPBELL AVE NB near PARK CENTRAL Expect delays., N Campbell Ave,Springfield,Greene,MO,65806,US,US/Central,KSGF,2021-01-19 23:52:00,32.0,26.0,66.0,29.02,10.0,WNW,6.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6822673,Source1,2,2020-10-21 09:29:00,2020-10-21 12:38:14,37.78727,-79.363433,37.784573,-79.36206899999998,0.201,On Rt. 631 in the County of Rockbridge in the vicinity of Borden Grant Trl; Rt. 706N/S (Rockbridge County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed., Borden Grant Trl,Buena Vista,Rockbridge,VA,24416-4313,US,US/Eastern,KLYH,2020-10-21 09:54:00,68.0,68.0,73.0,29.3,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1280134,Source2,2,2020-11-05 08:18:34,2020-11-05 10:08:18,33.103882,-80.126648,,,0.0,Accident on US-176 State Rd at Cane Bay Blvd.,State Rd,Summerville,Berkeley,SC,29486-2753,US,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-693992,Source2,3,2022-02-28 15:02:41,2022-02-28 15:32:29,41.66835,-71.48738900000002,,,0.0,Right lane blocked due to crash on I-95 Southbound at Exit 9 RI-4.,RI-4 S,East Greenwich,Kent,RI,02818,US,US/Eastern,KPVD,2022-02-28 14:51:00,32.0,23.0,27.0,30.17,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-26191,Source2,2,2016-08-07 12:17:26,2016-08-07 13:17:26,37.89603,-122.070671,,,0.0,Right hand shoulder blocked due to accident on CA-24 Eastbound at Exits 15A 15B I-680.,I-680 S,Walnut Creek,Contra Costa,CA,94595,US,US/Pacific,KCCR,2016-08-07 11:53:00,73.9,,41.0,29.85,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2053318,Source2,3,2019-06-15 19:03:15,2019-06-15 20:04:27,40.771282,-73.833282,,,0.0,Right lane blocked due to accident on I-678 Northbound at Exits 13 14 Grand Central Pkwy Exits 8 9E 9W.,Linden Pl,Flushing,Queens,NY,11354,US,US/Eastern,KLGA,2019-06-15 18:51:00,81.0,81.0,30.0,29.94,10.0,SSW,14.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5535535,Source1,2,2021-03-03 08:45:37.000000000,2021-03-03 10:33:30.000000000,25.98085,-80.165627,25.990621,-80.165672,0.675,Stationary traffic on I-95 N from Ives Dairy Rd/203rd St/NE 16th Pl/Exit 16 (I-95) to FL-824/SW 19th St/Pembroke Rd/Exit 19 (I-95) due to accident.,I-95 N,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2021-03-03 08:53:00,79.0,79.0,69.0,29.97,10.0,WSW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5889721,Source1,2,2021-09-27 04:50:30,2021-09-27 08:29:00,33.916749,-117.438709,33.88397,-117.528467,5.624,Slow traffic on Riverside Fwy W - CA-91 W from Adams St (CA-91) to I-15 (CA-91) due to accident.,Riverside Fwy W,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,2021-09-27 04:53:00,63.0,63.0,81.0,29.15,8.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3460554,Source1,2,2017-01-19 07:36:04,2017-01-19 13:36:04,28.613740000000004,-81.47619,28.613740000000004,-81.47619,0.0,At Hiawassee Rd - Accident., Clarcona Ocoee Rd,Orlando,Orange,FL,32818-1203,US,US/Eastern,KORL,2017-01-19 07:53:00,62.1,,93.0,30.09,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5829172,Source1,2,2021-10-13 17:50:09,2021-10-13 19:20:03,33.800149,-79.005299,33.813371000000004,-79.034071,1.888,Stationary traffic on US-501 N - US-501 S from SC-31/Carolina Bays Pkwy (US-501) to US-701/Church St/4th Ave (US-501) due to accident.,Atlantic Ave,Conway,Horry,SC,29526,US,US/Eastern,KHYW,2021-10-13 17:55:00,75.0,75.0,78.0,29.96,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2749713,Source2,2,2018-06-08 16:54:44,2018-06-08 17:39:33,38.063931,-84.478302,,,0.0,Accident on US-68 Broadway at Legends Ln.,N Broadway,Lexington,Fayette,KY,40505-3101,US,US/Eastern,KLEX,2018-06-08 16:54:00,88.0,,35.0,30.1,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1846443,Source2,2,2019-11-26 13:48:11,2019-11-26 14:17:57,29.69009,-95.153168,,,0.0,Lane blocked due to accident on TX-8-BELTWAY Northbound at San Augustine Ave.,E Sam Houston Pkwy S,Pasadena,Harris,TX,77503-2312,US,US/Central,KEFD,2019-11-26 13:50:00,79.0,79.0,78.0,29.6,7.0,S,20.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-239955,Source2,2,2016-11-03 19:53:20,2016-11-03 20:23:11,39.993874,-75.284767,,,0.01,Accident on Argyle Rd at Knox Rd.,Argyle Rd,Wynnewood,Montgomery,PA,19096-2502,US,US/Eastern,KPHL,2016-11-03 19:54:00,64.9,,61.0,29.97,10.0,NNW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-350247,Source2,3,2017-03-19 09:44:46,2017-03-19 10:29:23,34.178875,-118.31086,,,0.01,#1 lane blocked due to accident on I-5 Northbound at Exit 146A Front St.,W Olive Ave,Burbank,Los Angeles,CA,91502,US,US/Pacific,KBUR,2017-03-19 09:53:00,66.0,,52.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2715832,Source2,3,2018-07-19 15:22:28,2018-07-20 03:45:57,46.970936,-120.410919,,,0.8999999761581421,Entry ramp to I-90 Eastbound from Main St both ways closed due to Boylston wild fire. Detour in operation - via Vantage Hwy.,I-90 E,Ellensburg,Kittitas,WA,98926,US,US/Pacific,KELN,2018-07-19 14:53:00,82.0,,22.0,29.93,10.0,NW,32.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2232134,Source2,2,2019-03-21 09:27:20,2019-03-21 09:57:01,29.55571,-95.15052,,,0.0,Accident on El Dorado Blvd at Gatebrook Dr.,El Dorado Blvd,Webster,Harris,TX,77598-2329,US,US/Central,KEFD,2019-03-21 09:50:00,64.4,,52.0,30.26,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5182014,Source1,2,2022-08-10 08:08:30.000000000,2022-08-10 08:37:30.000000000,33.222175,-117.142821,33.201179,-117.128239,1.6780000000000002,Slow traffic on I-15 S - Escondido Fwy S from Gopher Canyon Rd (I-15) to Deer Springs Rd (I-15) due to accident.,Escondido Fwy S,Escondido,San Diego,CA,92026,US,US/Pacific,KCRQ,2022-08-10 07:53:00,72.0,72.0,84.0,29.64,9.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4416614,Source1,2,2022-03-08 21:47:00,2022-03-08 23:02:00,33.797727,-84.393047,33.80657,-84.380703,0.936,Incident on I-85 NB near GA-13 Drive with caution.,GA-403 N,Atlanta,Fulton,GA,30309,US,US/Eastern,KFTY,2022-03-08 21:53:00,52.0,52.0,93.0,29.05,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46822,Source2,2,2016-07-06 16:49:42,2016-07-06 17:34:42,33.959763,-117.857193,,,0.0,Shoulder blocked on exit ramp due to accident on CA-57 Southbound at Exit 13 Brea Canyon Rd.,CA-57 S,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2016-07-06 16:53:00,77.0,,52.0,29.93,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4979621,Source1,2,2022-04-22 13:44:03.000000000,2022-04-22 16:36:12.000000000,25.762992,-80.307345,25.762379,-80.303877,0.22,Slow traffic on US-41 S - US-41 N from SW 69th Ave to SW 10th St due to accident., SW 8th St,Miami,Miami-Dade,FL,33144-4753,US,US/Eastern,KMIA,2022-04-22 13:53:00,80.0,80.0,62.0,30.18,10.0,ENE,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4474896,Source1,4,2022-07-29 17:36:49,2022-07-29 21:01:32,43.457792,-76.115719,43.458229,-76.10759499999998,0.409,NYSDOT - Region 3: Crash on NY 104 both directions between US 11 (Mexico) and County Route 38 (Parish) All lanes closed, State Route 104,Parish,Oswego,NY,13131-3117,US,US/Eastern,KFZY,2022-07-29 17:54:00,77.0,77.0,52.0,29.39,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2215420,Source2,2,2019-03-12 07:22:03,2019-03-12 08:39:00,39.658009,-104.844276,,,0.0,Left hand shoulder blocked due to accident on I-225 Southbound before Exit 4 CO-83 Parker Rd.,I-225 N,Aurora,Arapahoe,CO,80014,US,US/Mountain,KBKF,2019-03-12 06:58:00,37.0,,75.0,29.81,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4870860,Source1,2,2022-09-06 19:24:28,2022-09-06 20:44:01,35.0648725,-80.97130895,35.062642499999995,-80.97223895,0.163,Incident on KNIGHTSBRIDGE RD near GOLD HILL RD Expect delays., Knightsbridge Rd,Fort Mill,York,SC,29708-6970,US,US/Eastern,KUZA,2022-09-06 18:54:00,84.0,84.0,65.0,29.25,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2947528,Source2,3,2018-03-15 06:30:46,2018-03-15 07:00:29,45.04479600000001,-93.1063,,,0.0,Left lane blocked due to accident on I-694 Westbound at MN-49 Rice St.,Rice St,Saint Paul,Ramsey,MN,55127,US,US/Central,KANE,2018-03-15 06:45:00,24.8,19.1,80.0,29.95,10.0,North,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-512396,Source2,1,2022-09-08 14:46:04,2022-09-08 15:15:45,34.81498,-83.12853199999998,,,0.0,Crash on Tunnel Town Rd at SC-28 Highlands Hwy.,Tunnel Town Rd,Mountain Rest,Oconee,SC,29664-9582,US,US/Eastern,KTOC,2022-09-08 14:55:00,82.0,82.0,60.0,28.81,10.0,ENE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-749297,Source2,2,2022-01-12 22:41:30,2022-01-12 23:10:53,40.005775,-76.617126,,,0.0,Lane blocked due to accident on US-30 Lincoln Hwy Westbound at Kreutz Creek Rd.,Kreutz Creek Rd,York,York,PA,17406,US,US/Eastern,KMDT,2022-01-12 22:56:00,29.0,29.0,72.0,29.74,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1565004,Source2,3,2020-04-24 21:43:54,2020-04-24 23:29:55,43.024406,-88.10676600000002,,,0.0,Right lane blocked due to accident on I-94 Westbound at Moorland Rd.,I-94 E,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,2020-04-24 21:35:00,37.0,37.0,75.0,29.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5434855,Source1,2,2022-08-27 17:49:00.000000,2022-08-27 19:04:02.000000,30.260818,-82.152565,30.258907,-82.125408,1.626,Incident on I-10 EB near MM 335 Drive with caution.,FL-8 E,Macclenny,Baker,FL,32063,US,US/Eastern,KVQQ,2022-08-27 17:50:00,81.0,81.0,100.0,29.83,7.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2473070,Source2,2,2018-11-21 06:46:12,2018-11-21 07:30:28,33.462143,-112.030067,,,0.0,HOV and left lane blocked due to accident on AZ-202 Loop Westbound at 24th St.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2018-11-21 06:51:00,52.0,,43.0,30.07,10.0,ESE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1610579,Source2,2,2020-01-23 08:04:44,2020-01-23 09:19:58,32.55418,-93.780807,,,0.0,Accident on US-71 both ways at I-220 Exits 7A 7B.,I-220 E,Shreveport,Caddo,LA,71107,US,US/Central,KDTN,2020-01-23 07:53:00,47.0,44.0,93.0,29.74,9.0,ESE,6.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
